video_id,channelTitle,title,description,tags,publishedAt,thumbnail,channelId,viewCount,likeCount,commentCount,favoriteCount,duration,definition,caption
sA7S7GSYxds,Bosch Automotive NA,Solving a vehicle with an inoperative driver's side passenger rear window,"We’ll take a look at a vehicle that has an inoperative driver’s side passenger rear window by utilizing a Bosch ADS 525X or ADS 625X Diagnostic Scan Tool, the Bosch MMD 540H Hybrid Multimeter and the Bosch FIX 7669 Video Inspection Scope. See how #BoschSolves real-world problems technicians see in their shop every day.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2022-06-27,https://i.ytimg.com/vi/sA7S7GSYxds/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,567,5,1,0,PT1M47S,hd,true
SojgDdsLTVw,Bosch Automotive NA,Get Rev’d Up!,"Visit https://www.boschautoparts.com for an updated experience and easier access to product information. Thanks in part to API enhancements, users can now seamlessly compare the wide range of products while also learning which products can fit in their vehicle. 

A few highlighted features on the new website include:

• Vehicle fit capabilities – Bosch makes parts for a broad range of foreign and domestic vehicles and now users can easily find a specific part to fit their car with the new Check Vehicle Fit. Searches can be done through VINs or the year, make and model. 

• New icons to highlight information – New icons were added to the top of line products to allow users to learn the highlights of a product quickly. For example, both the ICON Wiper Blades and FOCUS Windshield Wipers have the ClearMax 365 icon saying it has the rubber technology to protect the wiping edge for a longer life.

• Product comparison – Bosch has introduced a new compare setting which allows users to select any product to compare the features and attributes as part of its mission to support the whole workshop for repair and maintenance.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'Automotive Aftermarket', 'Website', 'boschautoparts.com', 'digital experience', 'Aftermarket Parts', 'Automotive', 'Technician', 'Autoshop')",2022-05-10,https://i.ytimg.com/vi/SojgDdsLTVw/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,23041,14,0,0,PT31S,hd,false
3Ej4lQt-kAo,Bosch Automotive NA,FRED TALKS Reman Starters and Alternators,"Bosch offers a complete line of Remanufactured Starters and Alternators for Domestic, Asian, and European Vehicles. 

Bosch Automotive Aftermarket’s Fred Padgett discusses three things a user needs to consider when choosing a Remanufactured Starter or Alternator. You will also learn about the quality testing Bosch requires these products to go through to ensure reliability and top performance.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'Reman', 'Starters', 'Starter', 'Alternator', 'Aternators', 'Remanufactured', 'RemanStarter', 'RemanAlternator', 'RM', 'RotatingMachines')",2022-05-06,https://i.ytimg.com/vi/3Ej4lQt-kAo/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,444,12,0,0,PT2M53S,hd,false
4PT9NTctii8,Bosch Automotive NA,FRED TALKS Gasoline Fuel Pumps,"Bosch Gasoline Fuel pumps, Bosch offers a complete line of OE quality Replacement Gasoline Fuel pumps for Domestic European, and Asian Vehicles covering a very high percentage of vehicles in Operation in North America Today.

Bosch Automotive Aftermarket’s Fred Padgett discusses how Bosch produces Gasoline Fuel pumps that are best in class for , “Durability, Performance, and Fitment.""","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'FuelPumps', 'Gasoline', 'Fuel', 'Gas', 'Pump', 'FuelPumpModule', 'GasolineFuelPump', 'OEFuelPump', 'Techtips', 'FuelInjection')",2022-05-06,https://i.ytimg.com/vi/4PT9NTctii8/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,263,4,0,0,PT3M9S,hd,false
6Ars1l5friw,Bosch Automotive NA,FRED TALKS Denoxtronic System,"Bosch is a leading manufacturer and supplier of Diesel Exhaust emission equipment to OE Truck and equipment manufacturers around the world.


Bosch Automotive Aftermarket’s Fred Padgett educates about the two most common types of Bosch Denoxtronic systems in North America, what is DEF and what it is used for, and parts of the Denoxtronic system that are serviceable.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'FREDTALKS', 'Diesel', 'DNOX', 'Denoxtronic', 'Techtips', 'DieselExhaustFluid', 'DEF', 'DisedlSystems', 'DieselTips', 'Denox')",2022-05-06,https://i.ytimg.com/vi/6Ars1l5friw/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,228,6,0,0,PT2M37S,hd,false
gKZ_KTj5XEM,Bosch Automotive NA,FRED TALKS Clutch Pulleys,"Clutch pulleys became a vital component within alternators in the late 1990s through the introduction of the part by original equipment manufacturers (OEMs). Clutch pulleys, also known as one-way or decoupler pulleys, are designed to decouple the Alternator from the rotational forces of the engine crankshaft pulley and serpentine belt, to increase fuel efficiency, and provide for reduced noise and vibration under the hood.

Bosch Automotive Aftermarket’s Fred Padgett highlights several critical aspects of alternator clutch pulleys. You can expect to learn how clutch pulleys are attached to the alternator versus a conventional pulley, what tools are required to remove and install a clutch pulley, and what tools Bosch offers to do the job.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'clutch', 'transmission', 'pulley', 'clutch pulley', 'alternator', 'AC Delco', 'Denso', 'inspection', 'replacement')",2022-05-06,https://i.ytimg.com/vi/gKZ_KTj5XEM/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,750,3,0,0,PT2M58S,hd,false
VGPYzr-Oh9A,Bosch Automotive NA,How to install Bosch ICON Wiper Blades - Denso Top Lock,"We walk you through how to install your Bosch ICON beam wiper blade, the premier solution for the winter season. By design, beam blades are not affected by snow and ice buildup. The bracketless design and tension springs help keep the blade flexible and provide superior wiping performance in all climate conditions.
Instagram: https://www.instagram.com/boschautopa... 
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2022-04-20,https://i.ytimg.com/vi/VGPYzr-Oh9A/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,2786,2,1,0,PT58S,hd,false
frC1nUnCLzc,Bosch Automotive NA,Leak Tester Comparison,"Whether you’re testing for basic EVAP leaks, exhaust, wind or EGR leaks – or high-pressure leak tests in turbo and superchargers found in heavy-duty trucks – OTC and Bosch have a diverse lineup of leak testers that can help you pinpoint the problem area to complete the repair with confidence.

Find the leak tester that works best for what you do most:

Basic EVAP Testing

OTC 6522 LeakTamer EVAP System
 https://www.otctools.com/products/leaktamer-evap-system

EVAP Testing + Oil, Exhuast, Wind, EGR Testing:

Bosch SMT 300 Smoke Tester
https://www.boschdiagnostics.com/products/smt-300-smoke-tester

EVAP Testing + Oil, Exhuast, Wind, EGR Testing + Portability (Onboard Air)

Bosch SMT 500 Leak Tester
https://www.boschdiagnostics.com/products/low-pressure-leak-tester

Oil, Exhuast, Wind, EGR Testing + High Pressure Testing (Turbo and Superchargers) for Heavy Duty vehicles

Bosch HPT 500 Leak Tester
hyperlink: https://www.boschdiagnostics.com/products/hpt-500-high-pressure-leak-tester","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2022-04-15,https://i.ytimg.com/vi/frC1nUnCLzc/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,387,6,2,0,PT2M40S,hd,true
0UXXbHhD-ug,Bosch Automotive NA,Counterman Education Center - Bosch Spark Plugs,,"('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2022-02-24,https://i.ytimg.com/vi/0UXXbHhD-ug/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,209,7,0,0,PT2M30S,hd,false
V3R-sdWgBPg,Bosch Automotive NA,Counterman Education Center - Bosch  Ignition Coils,,"('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2022-02-24,https://i.ytimg.com/vi/V3R-sdWgBPg/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,810,4,0,0,PT3M20S,hd,true
AYIrAGJj6Dg,Bosch Automotive NA,Counterman Education Center - Bosch Brake Pads,,"('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2022-02-24,https://i.ytimg.com/vi/AYIrAGJj6Dg/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,147,3,0,0,PT3M3S,hd,true
b-9TnW4IAM8,Bosch Automotive NA,Counterman Education Center - Bosch Oxygen Sensors,,"('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2022-02-24,https://i.ytimg.com/vi/b-9TnW4IAM8/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,507,8,1,0,PT2M53S,hd,false
WgJZrUQGHsc,Bosch Automotive NA,Counterman Education Center - Bosch Windshield Wipers,,"('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2022-02-24,https://i.ytimg.com/vi/WgJZrUQGHsc/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,174,5,1,0,PT2M29S,hd,false
eax2SD8ABYg,Bosch Automotive NA,Solving TPMS sensor problems,"We’ll take a look at a vehicle showing low tire pressure, even though the tire is at the correct PSI, by using a Bosch ADS 625X or Bosch ADS 525X Diagnostic Scan Tool and Bosch TPA 300 Tire Pressure Monitoring System Tool. See how #BoschSolves real-world problems technicians see in their shop every day.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-12-03,https://i.ytimg.com/vi/eax2SD8ABYg/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,2015,9,1,0,PT1M16S,hd,true
FeEjpGu_nIA,Bosch Automotive NA,#BoschSolves real-world problems technicians see in their shop every day,"A complete lineup of connected diagnostic solutions that work together seamlessly to solve complex, cross-functional problems at every stage of the repair process. Engineered to optimize troubleshooting, boost efficiency, and alleviate tedious tasks while empowering you to focus your expertise on delivering quality repairs with precision and confidence.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-12-03,https://i.ytimg.com/vi/FeEjpGu_nIA/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,5303,11,2,0,PT31S,hd,false
gH6zdNGPWqI,Bosch Automotive NA,Solving a hard-starting medium-duty truck with a possible dead battery,We’ll take a look at the charging system on a medium-duty truck by utilizing the Bosch BAT 155 Heavy Duty Battery Tester and the Bosch 3824A ESI[truck] Heavy Duty Diagnostic Scan Tool. See how #BoschSolves real-world problems technicians see in their shop every day.,"('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-12-03,https://i.ytimg.com/vi/gH6zdNGPWqI/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,1207,8,1,0,PT1M37S,hd,true
gdCE2grI3hc,Bosch Automotive NA,Solving engine problems causing performance issues,"We’ll take a look at a vehicle with its check engine light on and is difficult to start, often stalls out and has poor acceleration by using a Bosch ADS 625X or Bosch ADS 525X Diagnostic Scan Tool and the Bosch VET 100 Circuit Analysis Tool. See how #BoschSolves real-world problems technicians see in their shop every day.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-12-03,https://i.ytimg.com/vi/gdCE2grI3hc/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,711,8,0,0,PT1M57S,hd,true
hY23xBGQ9GM,Bosch Automotive NA,Solving common EVAP issues,We’ll take a look at a vehicle that has triggered a check engine light caused by common EVAP issues by using a Bosch ADS 625X or Bosch ADS 525X Diagnostic Scan Tool and the Bosch SMT 300 Smoke Tester. See how #BoschSolves real-world problems technicians see in their shop every day.,"('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-12-03,https://i.ytimg.com/vi/hY23xBGQ9GM/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,692,5,0,0,PT1M43S,hd,true
nlL5__9_G4I,Bosch Automotive NA,Solving front-facing camera recalibrations,"We’ll take a look at a vehicle that needs a front-facing camera recalibration by utilizing the Bosch BAT 120 Battery and Starter/Charger System Tester, a Bosch ADS 625X or ADS 625 Diagnostic Scan Tool and the Bosch DAS 3000 ADAS Recalibration System. See how #BoschSolves real-world problems technicians see in their shop every day.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-12-03,https://i.ytimg.com/vi/nlL5__9_G4I/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,1137,10,0,0,PT2M33S,hd,true
qA23gy1lISQ,Bosch Automotive NA,Solving a hard-to-start vehicle with a check engine light on,"We’ll take a look at diagnosing a vehicle that is difficult to start and has its check engine light on by using a Bosch ADS 625X or Bosch ADS 525X Diagnostic Scan Tool, the Bosch BAT 120 Battery and Starter/Charger System Tester and Bosch MMD540H Hybrid Multimeter. See how #BoschSolves real-world problems technicians see in their shop every day.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-12-03,https://i.ytimg.com/vi/qA23gy1lISQ/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,1008,8,2,0,PT1M58S,hd,true
9Ojro11UMIM,Bosch Automotive NA,"Bosch premium Starters: Built for extreme heat, cold and high demand.","Tested to meet OE manufacturers’ specifications. Bosch premium Starters: Built for extreme heat, cold and high demand.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'quality', 'Starter', 'Bosch Starter', 'Extreme Weather Starter')",2021-09-29,https://i.ytimg.com/vi/9Ojro11UMIM/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,34488,12,0,0,PT13S,hd,false
VW5MuF9WvfQ,Bosch Automotive NA,SMT 500 Leak Tester,"The Bosch SMT 500 is an ultra-portable leak tester smoke machine that lets technicians go where the work is. It’s perfect for mobile service, testing vehicles in the field, and fleet repairs. The portable leak tester features an onboard micro air compressor that eliminates the need for shop air, or an inert gas tank. 


Learn more at https://www.boschdiagnostics.com/products/low-pressure-leak-tester or ask for the SMT 500 wherever you get your shop tools and equipment.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-09-10,https://i.ytimg.com/vi/VW5MuF9WvfQ/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,985,18,3,0,PT1M24S,hd,true
t0uGOUgc8jQ,Bosch Automotive NA,Bosch Filtration for Ultimate Protection,"Cabin air filters are designed to clean the air that enters a vehicle through the
heating, ventilation, and air conditioning (HVAC) system. Cabin air filters absorb fumes, pollen, dust and pollutants from entering a vehicle and protects passengers from being exposed to these elements, especially those affected by allergies and other respiratory problems. Keep your family protected from mold, dust, allergens and other harmful bacteria with Bosch cabin filters. Learn more at www.boschautoparts.com/filters","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'Bosch Filter', 'filtration', 'HEPA Cabin Air Filter', 'HEPA Filter', 'Cabin Air Filter', 'REplace Filter', 'Replace Cabin Air Filter', 'Car Filter', 'HEPA', 'Workshop Filter', 'Air Protection', 'Workshop Cabin Air Filter')",2021-08-16,https://i.ytimg.com/vi/t0uGOUgc8jQ/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,353,6,1,0,PT40S,hd,false
ds8YAXsisfo,Bosch Automotive NA,Bosch DAS 3000 - ADAS Overview and Calibration Demo,"The DAS3000-1 ADAS Recalibration System is a complete solution that enables shops to recalibrate vehicle camera and radar systems with confidence, speed, efficiency, precision and a vision for the future. 

Learn how to recalibrate vehicle ADAS cameras and sensors using the DAS 3000, ADS 625X, and SCT 815 from Bosch.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-07-28,https://i.ytimg.com/vi/ds8YAXsisfo/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,7240,49,2,0,PT7M36S,hd,true
3Jn4gHPakw8,Bosch Automotive NA,Steering Systems by Bosch,"Experience the ease, freedom, reliability and safety of Bosch high-quality 
steering systems for both passenger cars and commercial vehicles. 
Whether you’re in need of hydraulic steering pumps, steering pumps or 
electric steering systems for passenger cars or steering gears, pumps or
 accessories for commercial vehicles, Bosch offers high-precision parts,
 with thoroughly-tested materials to ensure an exact fit solution and 
long service life.","('Bosch', 'Bosch Auto Parts', 'auto parts', 'steering pumps', 'electric steering systems', 'Commercial', 'Passenger car', 'hydraulic steering systems', 'steering gears', 'steering parts', 'aftermarket', 'steering accessories', 'Remanufactured', 'Power Steering Pump', 'Bosch steering parts', 'Power Steering Rack', 'Remanufactured Hydraulic Steering Pump', 'Aftermarket electric steering systems', 'Electronic Power Steering Rack', 'Commercial steering gears', 'Aftermarket passenger car steering systems')",2021-06-04,https://i.ytimg.com/vi/3Jn4gHPakw8/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,5607,58,7,0,PT2M21S,hd,false
bwCwrrjnPoY,Bosch Automotive NA,Bosch eXchange Starters and Alternators,"The Bosch eXchange program consists in part of series-remanufactured products produced to exacting specifications utilizing years of OE experience. However, to provide this extensive program with high market coverage and delivery capability, it is complemented by new parts.","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'quality', 'Bosch Starters', 'Bosch Alternators', 'Rotating Machines', 'eXchange', 'Remanufactured')",2021-04-05,https://i.ytimg.com/vi/bwCwrrjnPoY/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,1078,29,6,0,PT2M57S,hd,false
n_5KlxPS27o,Bosch Automotive NA,Top Lock Narrow - Evolution,"We walk you through how to install your Bosch Evolution Wiper Blades. The patented design of Bosch Evolution beam blades feature dual precision-tensioned steel springs that distributes uniform pressure along the entire length of the blade for exceptional winter weather visibility.
Instagram: https://www.instagram.com/boschautoparts/
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-19,https://i.ytimg.com/vi/n_5KlxPS27o/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,5444,7,0,0,PT41S,hd,false
h_sETatJMdI,Bosch Automotive NA,Large Pin Installation - Evolution,"We walk you through how to install your Bosch Evolution Wiper Blades. The patented design of Bosch Evolution beam blades feature dual precision-tensioned steel springs that distributes uniform pressure along the entire length of the blade for exceptional winter weather visibility.
Instagram: https://www.instagram.com/boschautoparts/
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-19,https://i.ytimg.com/vi/h_sETatJMdI/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,5430,5,0,0,PT31S,hd,false
O-UU2DKHS14,Bosch Automotive NA,Side Lock Installation - Evolution,"We walk you through how to install your Bosch Evolution Wiper Blades. The patented design of Bosch Evolution beam blades feature dual precision-tensioned steel springs that distributes uniform pressure along the entire length of the blade for exceptional winter weather visibility.
Instagram: https://www.instagram.com/boschautoparts/
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-19,https://i.ytimg.com/vi/O-UU2DKHS14/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,7718,3,1,0,PT37S,hd,false
-p_l11x3MYQ,Bosch Automotive NA,Top Lock Large - Evolution,"We walk you through how to install your Bosch Evolution Wiper Blades. The patented design of Bosch Evolution beam blades feature dual precision-tensioned steel springs that distributes uniform pressure along the entire length of the blade for exceptional winter weather visibility.
Instagram: https://www.instagram.com/boschautoparts/
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-19,https://i.ytimg.com/vi/-p_l11x3MYQ/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,9543,5,2,0,PT19S,hd,false
MEewLj6SQvM,Bosch Automotive NA,Small Pin Installation - Evolution,"We walk you through how to install your Bosch Evolution Wiper Blades. The patented design of Bosch Evolution beam blades feature dual precision-tensioned steel springs that distributes uniform pressure along the entire length of the blade for exceptional winter weather visibility.
Instagram: https://www.instagram.com/boschautoparts/
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-19,https://i.ytimg.com/vi/MEewLj6SQvM/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,11798,1,1,0,PT17S,hd,false
VSocvwHmIBY,Bosch Automotive NA,Hook Installation - Evolution,"We walk you through how to install your Bosch Evolution Wiper Blades. The patented design of Bosch Evolution beam blades feature dual precision-tensioned steel springs that distributes uniform pressure along the entire length of the blade for exceptional winter weather visibility.
Instagram: https://www.instagram.com/boschautoparts/
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-19,https://i.ytimg.com/vi/VSocvwHmIBY/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,34491,27,25,0,PT25S,hd,false
DsRw90gnGxA,Bosch Automotive NA,BMW Top Lock - Evolution,"We walk you through how to install your Bosch Evolution Wiper Blades. The patented design of Bosch Evolution beam blades feature dual precision-tensioned steel springs that distributes uniform pressure along the entire length of the blade for exceptional winter weather visibility.
Instagram: https://www.instagram.com/boschautoparts/
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-19,https://i.ytimg.com/vi/DsRw90gnGxA/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,9606,2,0,0,PT25S,hd,false
Hq5Lg5Q6BVg,Bosch Automotive NA,Pinch Tab Installation - Evolution,"We walk you through how to install your Bosch Evolution Wiper Blades. The patented design of Bosch Evolution beam blades feature dual precision-tensioned steel springs that distributes uniform pressure along the entire length of the blade for exceptional winter weather visibility.
Instagram: https://www.instagram.com/boschautoparts/ Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-19,https://i.ytimg.com/vi/Hq5Lg5Q6BVg/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,17787,4,1,0,PT28S,hd,false
wpnUVGZd7xw,Bosch Automotive NA,How to Install Bosch ICON Wiper Blades - Top Lock Large,"We walk you through how to install your Bosch ICON beam wiper blade, the premier solution for the winter season. By design, beam blades are not affected by snow and ice buildup. The bracketless design and tension springs help keep the blade flexible and provide superior wiping performance in all climate conditions.
Instagram: https://www.instagram.com/boschautopa... 
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-08,https://i.ytimg.com/vi/wpnUVGZd7xw/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,43073,10,6,0,PT27S,hd,false
QBADLzLOMdE,Bosch Automotive NA,How to Install Bosch ICON Wiper Blade - Side Lock,"We walk you through how to install your Bosch ICON beam wiper blade, the premier solution for the winter season. By design, beam blades are not affected by snow and ice buildup. The bracketless design and tension springs help keep the blade flexible and provide superior wiping performance in all climate conditions.
Instagram: https://www.instagram.com/boschautopa... 
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-08,https://i.ytimg.com/vi/QBADLzLOMdE/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,32472,26,5,0,PT58S,hd,false
GcQufTadtG4,Bosch Automotive NA,How to Install Bosch ICON Wiper Blades - Top Lock (BMW) Installation,"We walk you through how to install your Bosch ICON beam wiper blade, the premier solution for the winter season. By design, beam blades are not affected by snow and ice buildup. The bracketless design and tension springs help keep the blade flexible and provide superior wiping performance in all climate conditions.
Instagram: https://www.instagram.com/boschautopa... 
Facebook: https://www.facebook.com/BoschAutoParts 
Twitter: https://twitter.com/boschautoparts","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2021-03-08,https://i.ytimg.com/vi/GcQufTadtG4/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,19116,10,0,0,PT35S,hd,false
